"Year";"IsDayBin";"Month";"WindSpeed";"IrrDirect";"IrrDiffuse";"Temperature";"Percipitation";"SnowFlow";"SnowMass";"AirDensity";"RadSurface";"RadTop";"CloudCover"
"R254";2016;Day;1;5.422;0.01;0.013;-4.289;0.031;0.031;39.968;1.249;21.009;91.105;0.993
"R255";2016;Day;1;5.811;0.001;0.001;-4.752;0.022;0.022;39.995;1.249;1.364;7.507;0.988
"R256";2016;Night;1;6.07;0;0;-5.523;0.017;0.017;40.02;1.25;0;0;0.954
"R257";2016;Night;1;6.073;0;0;-5.912;0.015;0.015;40.044;1.25;0;0;0.931
"R258";2016;Night;1;6.112;0;0;-6.121;0.014;0.014;40.067;1.251;0;0;0.849
"R259";2016;Night;1;6.226;0;0;-6.326;0.013;0.013;40.089;1.252;0;0;0.719
"R260";2016;Night;1;6.302;0;0;-6.511;0.013;0.013;40.11;1.252;0;0;0.706
"R261";2016;Night;1;6.369;0;0;-6.635;0.014;0.014;40.13;1.252;0;0;0.747
"R262";2016;Night;1;6.3;0;0;-6.679;0.014;0.014;40.15;1.253;0;0;0.775
"R263";2016;Night;1;6.36;0;0;-6.794;0.015;0.015;40.171;1.254;0;0;0.822
"R264";2016;Night;1;6.391;0;0;-6.934;0.018;0.018;40.194;1.255;0;0;0.869
"R265";2016;Night;1;6.306;0;0;-7.143;0.019;0.019;40.219;1.257;0;0;0.896
"R266";2016;Night;1;6.241;0;0;-7.481;0.023;0.023;40.246;1.258;0;0;0.891
"R267";2016;Night;1;6.453;0;0;-7.76;0.03;0.03;40.277;1.26;0;0;0.88
"R268";2016;Night;1;6.55;0;0;-7.95;0.025;0.025;40.307;1.261;0;0;0.836
"R269";2016;Night;1;6.826;0;0;-8.004;0.021;0.021;40.331;1.263;0;0;0.769
"R270";2016;Night;1;6.836;0;0;-8.21;0.017;0.017;40.351;1.264;0;0;0.69
"R271";2016;Night;1;6.858;0;0;-8.8;0.014;0.014;40.367;1.266;0;0;0.672
"R272";2016;Night;1;6.917;0;0;-9.442;0.013;0.013;40.382;1.267;0;0;0.676
"R273";2016;Day;1;7.03;0.025;0.006;-9.622;0.019;0.019;40.398;1.269;10.536;37.461;0.699
"R274";2016;Day;1;6.739;0.071;0.027;-8.721;0.023;0.023;40.416;1.269;48.421;131.001;0.697
"R275";2016;Day;1;6.058;0.1;0.043;-7.564;0.035;0.035;40.428;1.269;77.094;187.436;0.682
"R276";2016;Day;1;5.445;0.078;0.044;-6.876;0.049;0.049;40.449;1.267;77.526;200.263;0.747
"R277";2016;Day;1;5.377;0.036;0.032;-6.391;0.076;0.076;40.494;1.265;53.075;168.623;0.806
"R278";2016;Day;1;5.515;0.013;0.014;-6.172;0.094;0.094;40.567;1.264;22.254;94.735;0.842
"R279";2016;Day;1;6.048;0.001;0.001;-6.161;0.116;0.116;40.671;1.264;1.198;8.808;0.855
"R280";2016;Night;1;6.123;0;0;-6.043;0.113;0.113;40.782;1.264;0;0;0.866
"R281";2016;Night;1;5.939;0;0;-6.009;0.113;0.113;40.892;1.264;0;0;0.885
"R282";2016;Night;1;5.735;0;0;-6.096;0.106;0.106;41;1.266;0;0;0.886
"R283";2016;Night;1;5.916;0;0;-6.265;0.101;0.101;41.1;1.267;0;0;0.877
"R284";2016;Night;1;6.086;0;0;-6.378;0.09;0.09;41.185;1.269;0;0;0.896
"R285";2016;Night;1;5.965;0;0;-6.686;0.074;0.074;41.257;1.271;0;0;0.884
"R286";2016;Night;1;5.952;0;0;-7.074;0.058;0.058;41.315;1.273;0;0;0.859
"R287";2016;Night;1;5.901;0;0;-7.503;0.039;0.039;41.358;1.276;0;0;0.823
"R288";2016;Night;1;5.782;0;0;-7.965;0.025;0.025;41.386;1.279;0;0;0.797
"R289";2016;Night;1;5.742;0;0;-8.508;0.017;0.017;41.406;1.282;0;0;0.784
"R290";2016;Night;1;5.818;0;0;-9.06;0.014;0.014;41.423;1.284;0;0;0.815
"R291";2016;Night;1;5.976;0;0;-9.629;0.015;0.015;41.439;1.287;0;0;0.86
"R292";2016;Night;1;6.28;0;0;-9.692;0.018;0.018;41.454;1.288;0;0;0.906
"R293";2016;Night;1;6.193;0;0;-9.643;0.022;0.022;41.464;1.289;0;0;0.953
"R294";2016;Night;1;5.946;0;0;-9.59;0.023;0.023;41.476;1.289;0;0;0.971
"R295";2016;Night;1;5.889;0;0;-9.746;0.02;0.02;41.49;1.289;0;0;0.964
"R296";2016;Night;1;5.917;0;0;-10.012;0.014;0.014;41.502;1.29;0;0;0.935
"R297";2016;Day;1;6.016;0.015;0.005;-10.309;0.009;0.009;41.509;1.291;9.006;40.502;0.88
"R298";2016;Day;1;5.716;0.046;0.025;-10.123;0.005;0.005;41.508;1.292;42.853;134.813;0.831
"R299";2016;Day;1;5.155;0.102;0.042;-9.727;0.002;0.002;41.5;1.293;77.034;191.311;0.786
"R300";2016;Day;1;4.777;0.155;0.048;-9.481;0.001;0.001;41.489;1.293;92.88;204.147;0.736
"R301";2016;Day;1;4.733;0.156;0.04;-9.723;0.001;0.001;41.481;1.293;79.67;172.48;0.655
"R302";2016;Day;1;5.207;0.091;0.022;-10.975;0.002;0.002;41.482;1.293;40.936;98.516;0.531
"R303";2016;Day;1;5.758;0.007;0.002;-13.173;0.005;0.005;41.489;1.295;2.779;10.277;0.476
"R304";2016;Night;1;5.982;0;0;-14.498;0.007;0.007;41.501;1.299;0;0;0.413
"R305";2016;Night;1;6.058;0;0;-15.22;0.01;0.01;41.514;1.303;0;0;0.411
"R306";2016;Night;1;6.132;0;0;-15.626;0.012;0.012;41.53;1.307;0;0;0.516
"R307";2016;Night;1;6.177;0;0;-15.651;0.011;0.011;41.545;1.31;0;0;0.606
"R308";2016;Night;1;5.956;0;0;-15.482;0.009;0.009;41.558;1.313;0;0;0.621
"R309";2016;Night;1;5.521;0;0;-15.472;0.008;0.008;41.568;1.315;0;0;0.65
"R310";2016;Night;1;5.13;0;0;-15.612;0.007;0.007;41.576;1.316;0;0;0.746
"R311";2016;Night;1;5.04;0;0;-15.992;0.008;0.008;41.585;1.318;0;0;0.835
"R312";2016;Night;1;5.197;0;0;-16.171;0.011;0.011;41.596;1.319;0;0;0.893
"R313";2016;Night;1;5.338;0;0;-16.127;0.019;0.019;41.612;1.32;0;0;0.92
"R314";2016;Night;1;5.225;0;0;-15.891;0.032;0.032;41.639;1.321;0;0;0.928
"R315";2016;Night;1;4.845;0;0;-15.534;0.056;0.056;41.683;1.322;0;0;0.972
"R316";2016;Night;1;4.319;0;0;-15.171;0.084;0.084;41.754;1.323;0;0;0.985
"R317";2016;Night;1;4.042;0;0;-15.092;0.082;0.082;41.837;1.323;0;0;0.984
"R318";2016;Night;1;3.982;0;0;-15.212;0.06;0.06;41.906;1.323;0;0;0.983
"R319";2016;Night;1;4.15;0;0;-15.434;0.036;0.036;41.951;1.324;0;0;0.969
"R320";2016;Night;1;4.415;0;0;-15.82;0.018;0.018;41.975;1.325;0;0;0.931
"R321";2016;Day;1;4.636;0.017;0.006;-16.339;0.01;0.01;41.988;1.326;10.405;43.782;0.925
"R322";2016;Day;1;4.717;0.043;0.027;-16.116;0.007;0.007;41.994;1.326;45.051;138.802;0.943
"R323";2016;Day;1;4.465;0.065;0.042;-14.757;0.006;0.006;41.994;1.324;71.687;195.323;0.939
"R324";2016;Day;1;3.832;0.073;0.046;-13.889;0.008;0.008;41.986;1.322;79.751;208.199;0.939
"R325";2016;Day;1;3.635;0.051;0.037;-13.508;0.009;0.009;41.983;1.32;62.005;176.54;0.965
"R326";2016;Day;1;4.052;0.025;0.018;-13.694;0.01;0.01;41.989;1.318;30.162;102.476;0.985
"R327";2016;Day;1;4.885;0.003;0.002;-14.857;0.011;0.011;42;1.318;2.589;11.923;0.992
"R328";2016;Night;1;5.435;0;0;-15.672;0.009;0.009;42.013;1.318;0;0;0.988
"R329";2016;Night;1;5.651;0;0;-16.025;0.005;0.005;42.023;1.319;0;0;0.97
"R330";2016;Night;1;5.578;0;0;-16.447;0.003;0.003;42.03;1.32;0;0;0.923
"R331";2016;Night;1;5.571;0;0;-16.981;0.002;0.002;42.035;1.321;0;0;0.868
"R332";2016;Night;1;5.601;0;0;-17.301;0.003;0.003;42.041;1.322;0;0;0.84
"R333";2016;Night;1;5.652;0;0;-17.353;0.003;0.003;42.047;1.323;0;0;0.824
"R334";2016;Night;1;5.744;0;0;-17.274;0.003;0.003;42.053;1.324;0;0;0.8
"R335";2016;Night;1;5.413;0;0;-17.077;0.002;0.002;42.057;1.326;0;0;0.756
"R336";2016;Night;1;5.406;0;0;-17.405;0.002;0.002;42.061;1.328;0;0;0.695
"R337";2016;Night;1;5.486;0;0;-17.818;0.002;0.002;42.065;1.329;0;0;0.633
"R338";2016;Night;1;5.433;0;0;-18.194;0.001;0.001;42.069;1.33;0;0;0.585
"R339";2016;Night;1;5.504;0;0;-18.7;0.001;0.001;42.074;1.332;0;0;0.567
"R340";2016;Night;1;5.665;0;0;-19.222;0.001;0.001;42.078;1.332;0;0;0.545
"R341";2016;Night;1;5.874;0;0;-20.13;0;0;42.083;1.333;0;0;0.558
"R342";2016;Night;1;5.899;0;0;-20.687;0;0;42.088;1.333;0;0;0.559
"R343";2016;Night;1;5.706;0;0;-20.691;0;0;42.092;1.334;0;0;0.498
"R344";2016;Night;1;5.327;0;0;-20.299;0;0;42.097;1.334;0;0.001;0.415
"R345";2016;Day;1;4.863;0.097;0.009;-19.788;0.001;0.001;42.1;1.333;18.081;47.313;0.38
"R346";2016;Day;1;4.468;0.212;0.033;-18.687;0.001;0.001;42.103;1.333;68.85;142.927;0.56
"R347";2016;Day;1;4.261;0.252;0.046;-17.128;0.002;0.002;42.106;1.333;101.684;199.51;0.688
"R348";2016;Day;1;3.646;0.227;0.049;-15.513;0.003;0.003;42.104;1.332;106.201;212.406;0.691
"R349";2016;Day;1;3.281;0.142;0.041;-14.738;0.012;0.012;42.107;1.33;80.671;180.728;0.71
"R350";2016;Day;1;3.569;0.055;0.021;-15.184;0.028;0.028;42.127;1.331;37.847;106.6;0.773
"R351";2016;Day;1;4.307;0.006;0.002;-16.604;0.037;0.037;42.16;1.332;3.338;13.763;0.825
"R352";2016;Night;1;4.869;0;0;-17.664;0.083;0.083;42.22;1.332;0;0;0.85
"R353";2016;Night;1;5.142;0;0;-17.68;0.171;0.171;42.352;1.331;0;0;0.873
"R354";2016;Night;1;5.355;0;0;-16.856;0.3;0.3;42.595;1.329;0;0;0.881
"R355";2016;Night;1;5.337;0;0;-15.691;0.411;0.411;42.968;1.327;0;0;0.869
"R356";2016;Night;1;4.819;0;0;-14.758;0.381;0.381;43.372;1.326;0;0;0.87
"R357";2016;Night;1;4.778;0;0;-14.352;0.286;0.286;43.699;1.325;0;0;0.88
"R358";2016;Night;1;4.967;0;0;-14.104;0.22;0.22;43.945;1.325;0;0;0.873
"R359";2016;Night;1;5.147;0;0;-13.969;0.19;0.19;44.146;1.324;0;0;0.85
"R360";2016;Night;1;5.255;0;0;-13.772;0.161;0.161;44.321;1.322;0;0;0.848
"R361";2016;Night;1;5.408;0;0;-13.648;0.128;0.128;44.463;1.322;0;0;0.844
"R362";2016;Night;1;5.677;0;0;-13.463;0.101;0.101;44.576;1.322;0;0;0.844
"R363";2016;Night;1;5.853;0;0;-13.164;0.078;0.078;44.663;1.323;0;0;0.85
"R364";2016;Night;1;5.616;0;0;-12.904;0.065;0.065;44.729;1.325;0;0;0.899
"R365";2016;Night;1;5.281;0;0;-13.022;0.046;0.046;44.78;1.327;0;0;0.914
"R366";2016;Night;1;5.209;0;0;-13.243;0.027;0.027;44.811;1.329;0;0;0.914
"R367";2016;Night;1;5.268;0;0;-13.601;0.015;0.015;44.828;1.331;0;0;0.885
"R368";2016;Night;1;5.352;0;0;-14.2;0.008;0.008;44.838;1.335;0;0.004;0.856
"R369";2016;Day;1;5.631;0.03;0.008;-14.7;0.003;0.003;44.839;1.338;13.358;51.123;0.833
"R370";2016;Day;1;5.288;0.09;0.031;-15.068;0.001;0.001;44.831;1.341;55.834;147.188;0.633
"R371";2016;Day;1;5.25;0.211;0.047;-15.149;0;0;44.819;1.342;98.88;203.883;0.495
"R372";2016;Day;1;5.106;0.318;0.049;-14.942;0;0;44.803;1.34;119.215;216.781;0.333
"R373";2016;Day;1;5.032;0.3;0.042;-14.998;0;0;44.792;1.34;101.366;185.04;0.309
"R374";2016;Day;1;5.46;0.168;0.025;-15.506;0;0;44.789;1.34;53.48;110.876;0.307
"R375";2016;Day;1;6.398;0.022;0.003;-17.283;0;0;44.794;1.34;5.355;15.803;0.375
"R376";2016;Night;1;7.479;0;0;-18.451;0.001;0.001;44.801;1.34;0;0;0.557
"R377";2016;Night;1;7.494;0;0;-16.984;0.001;0.001;44.807;1.339;0;0;0.66
"R378";2016;Night;1;7.151;0;0;-15.86;0.001;0.001;44.808;1.336;0;0;0.442
"R379";2016;Night;1;7.423;0;0;-15.4;0.001;0.001;44.813;1.332;0;0;0.283
"R380";2016;Night;1;7.248;0;0;-15.184;0;0;44.821;1.33;0;0;0.195
"R381";2016;Night;1;7.33;0;0;-15.469;0;0;44.83;1.33;0;0;0.177
"R382";2016;Night;1;7.488;0;0;-15.395;0;0;44.84;1.33;0;0;0.138
"R383";2016;Night;1;7.169;0;0;-15.334;0.001;0.001;44.848;1.334;0;0;0.139
"R384";2016;Night;1;6.624;0;0;-15.457;0.001;0.001;44.853;1.338;0;0;0.189
"R385";2016;Night;1;6.436;0;0;-15.999;0.001;0.001;44.86;1.342;0;0;0.266
"R386";2016;Night;1;6.294;0;0;-16.498;0.002;0.002;44.868;1.346;0;0;0.352
"R387";2016;Night;1;6.237;0;0;-16.944;0.003;0.003;44.876;1.349;0;0;0.381
"R388";2016;Night;1;6.241;0;0;-17.18;0.003;0.003;44.883;1.35;0;0;0.342
"R389";2016;Night;1;6.301;0;0;-17.313;0.002;0.002;44.889;1.35;0;0;0.323
"R390";2016;Night;1;6.324;0;0;-17.406;0.002;0.002;44.895;1.35;0;0;0.332
"R391";2016;Night;1;6.3;0;0;-17.421;0.002;0.002;44.9;1.35;0;0;0.333
"R392";2016;Night;1;6.201;0;0;-17.459;0.002;0.002;44.905;1.351;0.002;0.014;0.327
"R393";2016;Day;1;5.989;0.128;0.011;-17.443;0.003;0.003;44.91;1.351;21.465;55.205;0.328
"R394";2016;Day;1;5.484;0.251;0.034;-16.517;0.002;0.002;44.909;1.348;74.871;151.677;0.335
"R395";2016;Day;1;4.838;0.342;0.045;-15.021;0;0;44.9;1.341;113.332;208.383;0.279
"R396";2016;Day;1;4.364;0.42;0.046;-13.836;0;0;44.89;1.335;130.324;221.324;0.248
"R397";2016;Day;1;4.381;0.352;0.041;-13.292;0;0;44.884;1.33;107.117;189.583;0.292
"R398";2016;Day;1;5.078;0.186;0.026;-13.772;0;0;44.886;1.327;56.051;115.288;0.275
"R399";2016;Day;1;6.02;0.028;0.003;-15.08;0;0;44.892;1.324;6.213;18.066;0.322
"R400";2016;Night;1;6.588;0;0;-16.166;0;0;44.901;1.322;0;0;0.447
"R401";2016;Night;1;6.709;0;0;-16.307;0.001;0.001;44.911;1.321;0;0;0.575
"R402";2016;Night;1;6.799;0;0;-15.871;0.004;0.004;44.924;1.32;0;0;0.611
"R403";2016;Night;1;6.781;0;0;-15.286;0.006;0.006;44.938;1.318;0;0;0.687
"R404";2016;Night;1;6.63;0;0;-15.007;0.005;0.005;44.95;1.317;0;0;0.787
"R405";2016;Night;1;6.528;0;0;-14.9;0.005;0.005;44.96;1.316;0;0;0.866
"R406";2016;Night;1;6.391;0;0;-14.645;0.006;0.006;44.969;1.315;0;0;0.884
"R407";2016;Night;1;6.244;0;0;-14.39;0.005;0.005;44.976;1.314;0;0;0.892
"R408";2016;Night;1;6.547;0;0;-14.179;0.005;0.005;44.983;1.314;0;0;0.871
"R409";2016;Night;1;6.746;0;0;-13.6;0.004;0.004;44.986;1.312;0;0;0.768
"R410";2016;Night;1;6.618;0;0;-13.133;0.003;0.003;44.988;1.309;0;0;0.816
"R411";2016;Night;1;6.002;0;0;-12.63;0.004;0.004;44.988;1.306;0;0;0.805
"R412";2016;Night;1;5.665;0;0;-12.275;0.008;0.008;44.994;1.305;0;0;0.829
"R413";2016;Night;1;5.521;0;0;-11.889;0.016;0.016;45.005;1.303;0;0;0.868
"R414";2016;Night;1;5.399;0;0;-11.626;0.025;0.025;45.027;1.302;0;0;0.9
"R415";2016;Night;1;5.376;0;0;-11.561;0.025;0.025;45.054;1.301;0;0;0.912
"R416";2016;Night;1;5.406;0;0;-11.594;0.023;0.023;45.079;1.301;0.005;0.063;0.904
"R417";2016;Day;1;5.495;0.007;0.006;-11.427;0.022;0.022;45.103;1.302;10.355;59.527;0.901
"R418";2016;Day;1;5.259;0.013;0.022;-10.53;0.026;0.026;45.125;1.302;35.169;156.24;0.902
"R419";2016;Day;1;4.373;0.017;0.034;-9.752;0.023;0.023;45.141;1.301;53.693;213.071;0.89
"R420";2016;Day;1;4.169;0.022;0.039;-9.269;0.011;0.011;45.145;1.299;62.361;226.011;0.875
"R421";2016;Day;1;4.118;0.024;0.035;-8.893;0.003;0.003;45.141;1.296;56.159;194.219;0.858
"R422";2016;Day;1;4.364;0.022;0.021;-8.989;0.001;0.001;45.139;1.295;34.895;119.876;0.703
"R423";2016;Day;1;5.039;0.007;0.003;-10.167;0.001;0.001;45.145;1.294;5.185;20.551;0.55
"R424";2016;Night;1;5.54;0;0;-12.033;0.002;0.002;45.152;1.294;0;0;0.412
"R425";2016;Night;1;5.751;0;0;-12.979;0.003;0.003;45.162;1.295;0;0;0.51
"R426";2016;Night;1;5.994;0;0;-13.401;0.004;0.004;45.173;1.296;0;0;0.541
"R427";2016;Night;1;6.139;0;0;-13.499;0.004;0.004;45.184;1.298;0;0;0.548
"R428";2016;Night;1;6.147;0;0;-13.621;0.003;0.003;45.195;1.3;0;0;0.508
"R429";2016;Night;1;6.006;0;0;-13.949;0.002;0.002;45.205;1.303;0;0;0.418
"R430";2016;Night;1;6.376;0;0;-14.453;0.002;0.002;45.215;1.306;0;0;0.383
"R431";2016;Night;1;6.758;0;0;-14.691;0.002;0.002;45.225;1.309;0;0;0.376
"R432";2016;Night;1;6.574;0;0;-14.5;0.003;0.003;45.235;1.313;0;0;0.365
"R433";2016;Night;1;5.966;0;0;-14.475;0.004;0.004;45.24;1.316;0;0;0.324
"R434";2016;Night;1;5.776;0;0;-15.17;0.006;0.006;45.246;1.32;0;0;0.317
"R435";2016;Night;1;5.782;0;0;-15.752;0.005;0.005;45.254;1.323;0;0;0.329
"R436";2016;Night;1;5.82;0;0;-16.247;0.004;0.004;45.26;1.325;0;0;0.329
"R437";2016;Night;1;6.088;0;0;-16.829;0.003;0.003;45.266;1.325;0;0;0.317
"R438";2016;Night;1;6.186;0;0;-17.527;0.002;0.002;45.272;1.323;0;0;0.315
"R439";2016;Night;1;6.009;0;0;-17.738;0.001;0.001;45.276;1.322;0;0;0.314
"R440";2016;Day;1;5.936;0;0;-17.868;0;0;45.28;1.32;0.037;0.191;0.381
"R441";2016;Day;1;6.055;0.113;0.014;-18.146;0;0;45.284;1.317;25.861;64.078;0.656
"R442";2016;Day;1;5.947;0.171;0.037;-16.821;0.001;0.001;45.286;1.314;73.939;160.99;0.764
"R443";2016;Day;1;5.385;0.188;0.052;-14.438;0.003;0.003;45.282;1.311;104.443;217.883;0.804
"R444";2016;Day;1;4.588;0.107;0.053;-12.336;0.006;0.006;45.274;1.307;95.712;230.833;0.87
"R445";2016;Day;1;4.271;0.043;0.039;-11.287;0.008;0.008;45.266;1.303;64.472;199.029;0.884
"R446";2016;Day;1;4.48;0.018;0.02;-11.046;0.01;0.01;45.267;1.3;31.998;124.589;0.875
"R447";2016;Day;1;5.053;0.005;0.003;-11.437;0.011;0.011;45.276;1.297;4.434;23.277;0.9
"R448";2016;Night;1;5.442;0;0;-11.786;0.014;0.014;45.29;1.296;0;0;0.939
"R449";2016;Night;1;5.499;0;0;-11.688;0.016;0.016;45.308;1.295;0;0;0.937
"R450";2016;Night;1;5.513;0;0;-11.564;0.014;0.014;45.325;1.295;0;0;0.922
"R451";2016;Night;1;5.626;0;0;-11.568;0.013;0.013;45.342;1.295;0;0;0.908
"R452";2016;Night;1;5.828;0;0;-11.743;0.01;0.01;45.357;1.297;0;0;0.888
"R453";2016;Night;1;5.896;0;0;-11.94;0.007;0.007;45.37;1.299;0;0;0.804
"R454";2016;Night;1;5.965;0;0;-12.506;0.004;0.004;45.379;1.302;0;0;0.669
"R455";2016;Night;1;6.384;0;0;-13.409;0.001;0.001;45.388;1.306;0;0;0.503
"R456";2016;Night;1;7.01;0;0;-14.049;0;0;45.399;1.31;0;0;0.414
"R457";2016;Night;1;6.942;0;0;-13.956;0;0;45.408;1.313;0;0;0.396
"R458";2016;Night;1;6.562;0;0;-14.383;0.001;0.001;45.415;1.317;0;0;0.42
"R459";2016;Night;1;6.655;0;0;-14.857;0.001;0.001;45.42;1.32;0;0;0.476
"R460";2016;Night;1;6.377;0;0;-15.2;0.002;0.002;45.424;1.323;0;0;0.496
"R461";2016;Night;1;6.215;0;0;-15.663;0.004;0.004;45.43;1.327;0;0;0.48
"R462";2016;Night;1;6.158;0;0;-15.926;0.003;0.003;45.436;1.33;0;0;0.441
"R463";2016;Night;1;6.257;0;0;-15.783;0.001;0.001;45.443;1.33;0;0;0.381
"R464";2016;Day;1;6.049;0;0;-15.987;0.001;0.001;45.45;1.332;0.081;0.423;0.374
"R465";2016;Day;1;5.894;0.113;0.014;-16.218;0.001;0.001;45.455;1.335;26.367;68.833;0.453
"R466";2016;Day;1;5.674;0.209;0.036;-15.157;0.001;0.001;45.455;1.331;76.82;165.874;0.35
"R467";2016;Day;1;5.283;0.382;0.048;-13.834;0;0;45.446;1.325;125.429;222.872;0.179
"R468";2016;Day;1;5.043;0.448;0.048;-12.831;0;0;45.432;1.32;141.009;235.824;0.095
"R469";2016;Day;1;5.099;0.404;0.042;-12.152;0;0;45.42;1.316;119.822;203.969;0.048
"R470";2016;Day;1;5.72;0.243;0.029;-12.106;0;0;45.416;1.313;67.439;129.464;0.027
"R471";2016;Day;1;6.873;0.054;0.005;-13.359;0;0;45.421;1.312;9.943;26.258;0.021
"R472";2016;Night;1;7.532;0;0;-14.424;0;0;45.43;1.313;0;0;0.019
"R473";2016;Night;1;7.675;0;0;-14.735;0;0;45.439;1.316;0;0;0.112
"R474";2016;Night;1;7.542;0;0;-14.52;0.001;0.001;45.449;1.319;0;0;0.234
"R475";2016;Night;1;6.753;0;0;-14.261;0.002;0.002;45.46;1.323;0;0;0.31
"R476";2016;Night;1;6.528;0;0;-14.717;0.005;0.005;45.47;1.326;0;0;0.316
"R477";2016;Night;1;6.547;0;0;-15.169;0.006;0.006;45.48;1.33;0;0;0.311
"R478";2016;Night;1;6.432;0;0;-15.216;0.004;0.004;45.49;1.331;0;0;0.326
"R479";2016;Night;1;6.086;0;0;-15.416;0.004;0.004;45.499;1.334;0;0;0.296
"R480";2016;Night;1;6.127;0;0;-15.773;0.005;0.005;45.508;1.335;0;0;0.349
"R481";2016;Night;1;6.121;0;0;-15.968;0.006;0.006;45.518;1.336;0;0;0.381
"R482";2016;Night;1;6.158;0;0;-15.772;0.003;0.003;45.526;1.335;0;0;0.374
"R483";2016;Night;1;6.507;0;0;-15.374;0.001;0.001;45.531;1.332;0;0;0.301
"R484";2016;Night;1;6.522;0;0;-15.051;0;0;45.535;1.329;0;0;0.19
"R485";2016;Night;1;6.92;0;0;-15.021;0;0;45.538;1.327;0;0;0.093
"R486";2016;Night;1;7.199;0;0;-15.316;0;0;45.541;1.325;0;0;0.07
"R487";2016;Night;1;7.397;0;0;-15.558;0;0;45.546;1.323;0;0;0.05
"R488";2016;Day;1;7.636;0;0;-16.134;0;0;45.553;1.321;0.18;0.823;0.035
"R489";2016;Day;1;7.547;0.213;0.016;-15.77;0;0;45.56;1.319;33.209;73.766;0.025
"R490";2016;Day;1;7.017;0.418;0.035;-13.613;0;0;45.561;1.317;96.575;170.927;0.018
"R491";2016;Day;1;5.824;0.516;0.044;-11.309;0;0;45.548;1.316;139.938;227.946;0.013
"R492";2016;Day;1;4.85;0.527;0.046;-10.099;0;0;45.529;1.315;150.916;241;0.013
"R493";2016;Day;1;4.505;0.452;0.041;-9.822;0;0;45.515;1.314;126.309;209.092;0.046
"R494";2016;Day;1;4.775;0.266;0.029;-10.87;0;0;45.513;1.313;71.035;134.515;0.058
"R495";2016;Day;1;4.887;0.063;0.006;-12.726;0;0;45.515;1.314;11.448;29.507;0.041
"R496";2016;Night;1;4.917;0;0;-14.194;0;0;45.518;1.315;0;0;0.12
"R497";2016;Night;1;4.875;0;0;-14.924;0;0;45.522;1.316;0;0;0.158
"R498";2016;Night;1;4.687;0;0;-15.2;0;0;45.525;1.318;0;0;0.062
"R499";2016;Night;1;4.415;0;0;-15.236;0.001;0.001;45.529;1.321;0;0;0.08
"R500";2016;Night;1;4.095;0;0;-15.173;0.001;0.001;45.532;1.323;0;0;0.083
"R501";2016;Night;1;3.789;0;0;-15.209;0.001;0.001;45.536;1.325;0;0;0.081
"R502";2016;Night;1;3.665;0;0;-15.584;0.002;0.002;45.539;1.328;0;0;0.077
"R503";2016;Night;1;3.636;0;0;-16.105;0.002;0.002;45.542;1.331;0;0;0.085
"R504";2016;Night;1;3.555;0;0;-16.556;0.002;0.002;45.545;1.334;0;0;0.109
"R505";2016;Night;1;3.438;0;0;-16.955;0.003;0.003;45.549;1.337;0;0;0.179
"R506";2016;Night;1;3.367;0;0;-17.48;0.004;0.004;45.554;1.341;0;0;0.261
"R507";2016;Night;1;3.421;0;0;-18.134;0.005;0.005;45.56;1.345;0;0;0.373
"R508";2016;Night;1;3.338;0;0;-18.448;0.007;0.007;45.567;1.349;0;0;0.393
"R509";2016;Night;1;3.3;0;0;-18.646;0.008;0.008;45.575;1.353;0;0;0.416
"R510";2016;Night;1;3.161;0;0;-18.667;0.009;0.009;45.585;1.356;0;0;0.44
"R511";2016;Night;1;2.757;0;0;-18.55;0.009;0.009;45.594;1.358;0;0;0.554
"R512";2016;Day;1;2.474;0.001;0;-18.402;0.012;0.012;45.604;1.359;0.151;1.41;0.598
"R513";2016;Day;1;2.49;0.023;0.012;-18.247;0.015;0.015;45.619;1.359;20.265;78.827;0.692
"R514";2016;Day;1;2.313;0.05;0.035;-17.455;0.015;0.015;45.634;1.357;59.525;176.106;0.755
"R515";2016;Day;1;2.111;0.063;0.05;-16.266;0.022;0.022;45.65;1.354;85.146;233.247;0.708
"R516";2016;Day;1;2.61;0.058;0.053;-15.165;0.029;0.029;45.661;1.349;88.745;246.25;0.721
"R517";2016;Day;1;3.049;0.04;0.043;-14.253;0.04;0.04;45.682;1.343;70.358;214.342;0.772
"R518";2016;Day;1;3.847;0.021;0.024;-13.655;0.051;0.051;45.723;1.337;38.917;139.652;0.856
"R519";2016;Day;1;4.72;0.004;0.004;-13.83;0.058;0.058;45.779;1.33;5.879;33.026;0.946
"R520";2016;Night;1;5.214;0;0;-13.758;0.044;0.044;45.834;1.323;0;0;0.972
"R521";2016;Night;1;5.013;0;0;-12.789;0.027;0.027;45.871;1.316;0;0;0.963
"R522";2016;Night;1;4.842;0;0;-11.904;0.022;0.022;45.9;1.311;0;0;0.962
"R523";2016;Night;1;5.49;0;0;-11.076;0.022;0.022;45.93;1.308;0;0;0.954
"R524";2016;Night;1;5.596;0;0;-9.81;0.02;0.02;45.959;1.305;0;0;0.882
"R525";2016;Night;1;5.358;0;0;-9.152;0.017;0.017;45.982;1.303;0;0;0.832
"R526";2016;Night;1;5.774;0;0;-8.839;0.034;0.034;46.011;1.3;0;0;0.932
